Z    N            M
118  165     191.49
119  164     201.09
120  163     211.39
121  162     222.98
122  161     235.28
86   198     386.14
87   197     366.78
88   196     346.25
89   195     329.12
90   194     310.78
91   193     295.87
92   192     279.70
93   191     266.98
94   190     252.94
95   189     242.39
96   188     230.45
97   187     222.01
98   186     212.12
99   185     204.16
100  184     194.05
101  183     187.29
102  182     178.83
103  181     173.82
104  180     167.07
105  179     163.89
106  178     158.95
107  177     157.58
108  176     154.43
109  175     154.95
110  174     153.68
111  173     156.08
112  172     156.63
113  171     161.13
114  170     163.86
115  169     170.48
116  168     175.30
117  167     183.90
118  166     190.57
119  165     201.14
120  164     209.75
121  163     222.35
122  162     232.95
86   199     395.99
87   198     375.52
88   197     355.42
89   196     337.14
90   195     319.27
91   194     303.17
92   193     287.51
93   192     273.57
94   191     260.08
95   190     248.28
96   189     236.93
97   188     227.21
98   187     217.95
99   186     210.14
100  185     200.80
101  184     192.80
102  183     185.04
103  182     178.65
104  181     172.64
105  180     167.98
106  179     163.82
107  178     160.99
108  177     158.64
109  176     157.63
110  175     157.19
111  174     158.07
112  173     159.50
113  172     162.32
114  171     165.88
115  170     170.85
116  169     176.54
117  168     183.67
118  167     191.28
119  166     200.17
120  165     209.75
121  164     220.65
122  163     232.26
86   200     404.81
87   199     384.75
88   198     363.54
89   197     345.71
90   196     326.69
91   195     311.07
92   194     294.22
93   193     280.81
94   192     266.11
95   191     254.86
96   190     242.27
97   189     233.15
98   188     222.62
99   187     215.58
100  186     206.30
101  185     199.10
102  184     190.16
103  183     184.47
104  182     177.08
105  181     173.17
106  180     167.53
107  179     165.48
108  178     161.68
109  177     161.48
110  176     159.50
111  175     161.22
112  174     161.13
113  173     164.76
114  172     166.64
115  171     172.45
116  170     176.49
117  169     184.51
118  168     190.71
119  167     200.55
120  166     208.46
121  165     220.33
122  164     230.25
87   200     393.67
88   199     372.88
89   198     353.91
90   197     335.35
91   196     318.57
92   195     302.21
93   194     287.59
94   193     273.42
95   192     260.94
96   191     248.92
97   190     238.54
98   189     228.62
99   188     220.30
100  187     212.42
101  186     204.66
102  185     196.53
103  184     189.70
104  183     183.01
105  182     177.70
106  181     172.80
107  180     169.26
108  179     166.24
109  178     164.56
110  177     163.39
111  176     163.56
112  175     164.31
113  174     166.32
114  173     169.02
115  172     173.13
116  171     178.02
117  170     184.36
118  169     191.46
119  168     199.93
120  167     208.79
121  166     218.98
122  165     229.87
87   201     403.06
88   200     381.18
89   199     362.65
90   198     342.95
91   197     326.64
92   196     309.11
93   195     295.01
94   194     279.63
95   193     267.71
96   192     254.45
97   191     244.66
98   190     233.48
99   189     225.78
100  188     216.63
101  187     210.95
102  186     201.63
103  185     195.63
104  184     187.86
105  183     183.25
106  182     176.94
107  181     174.16
108  180     169.64
109  179     168.75
110  178     166.10
111  177     167.09
112  176     166.28
113  175     169.07
114  174     170.15
115  173     175.08
116  172     178.27
117  171     185.47
118  170     190.90
119  169     200.27
120  168     207.83
121  167     218.99
122  166     228.20
87   202     412.16
88   201     390.69
89   200     371.04
90   199     351.79
91   198     334.33
92   197     317.28
93   196     301.99
94   195     287.13
95   194     273.98
96   193     261.28
97   192     250.25
98   191     239.66
99   190     230.69
100  189     222.17
101  188     215.21
102  187     208.00
103  186     200.79
104  185     193.86
105  184     188.19
106  183     182.59
107  182     178.37
108  181     174.61
109  180     172.20
110  179     170.34
111  178     169.83
112  177     169.85
113  176     170.98
114  175     172.84
115  174     176.14
116  173     180.15
117  172     185.63
118  171     191.92
119  170     199.60
120  169     208.07
121  168     217.97
122  167     228.15
88   202     399.17
89   201     379.96
90   200     359.58
91   199     342.58
92   198     324.38
93   197     309.59
94   196     293.54
95   195     280.93
96   194     267.01
97   193     256.55
98   192     244.72
99   191     236.36
100  190     226.57
101  189     220.26
102  188     212.45
103  187     206.72
104  186     198.58
105  185     193.76
106  184     187.14
107  183     183.64
108  182     178.44
109  181     176.80
110  180     173.42
111  179     173.71
112  178     172.22
113  177     174.11
114  176     174.31
115  175     178.40
116  174     180.77
117  173     187.09
118  172     191.66
119  171     200.22
120  170     206.99
121  169     217.81
122  168     226.81
88   203     408.87
89   202     388.54
90   201     368.61
91   200     350.47
92   199     332.73
93   198     316.77
94   197     301.23
95   196     287.41
96   195     274.04
97   194     262.34
98   193     251.09
99   192     241.47
100  191     232.30
101  190     224.71
102  189     217.56
103  188     211.91
104  187     204.58
105  186     198.55
106  185     192.79
107  184     188.27
108  183     183.79
109  182     180.69
110  181     178.08
111  180     176.82
112  179     176.14
113  178     176.42
114  177     177.39
115  176     179.79
116  175     182.96
117  174     187.62
118  173     193.03
119  172     199.85
120  171     207.51
121  170     216.62
122  169     226.53
88   204     417.54
89   203     397.64
90   202     376.59
91   201     358.91
92   200     340.03
93   199     324.55
94   198     307.84
95   197     294.55
96   196     279.97
97   195     268.83
98   194     256.35
99   193     247.33
100  192     236.90
101  191     229.95
102  190     221.52
103  189     216.56
104  188     209.32
105  187     204.12
106  186     197.15
107  185     193.51
108  184     188.04
109  183     185.66
110  182     181.59
111  181     181.11
112  180     178.88
113  179     179.90
114  178     179.26
115  177     182.44
116  176     183.92
117  175     189.39
118  174     193.14
119  173     200.81
120  172     206.73
121  171     216.72
122  170     224.93
89   204     406.42
90   203     385.81
91   202     366.99
92   201     348.58
93   200     331.95
94   199     315.73
95   198     301.24
96   197     287.20
97   196     274.84
98   195     262.92
99   194     252.65
100  193     242.83
101  192     234.60
102  191     226.82
103  190     220.57
104  189     214.76
105  188     208.93
106  187     202.80
107  186     197.94
108  185     193.35
109  184     189.97
110  183     186.63
111  182     184.66
112  181     183.21
113  180     182.59
114  179     182.68
115  178     184.24
116  177     186.50
117  176     190.26
118  175     194.82
119  174     200.81
120  173     207.58
121  172     215.83
122  171     224.93
89   205     415.70
90   204     393.99
91   203     375.63
92   202     356.09
93   201     339.93
94   200     322.55
95   199     308.58
96   198     293.34
97   197     281.53
98   196     268.40
99   195     258.71
100  194     247.65
101  193     240.04
102  192     230.99
103  191     225.40
104  190     218.30
105  189     214.51
106  188     207.18
107  187     203.18
108  186     197.37
109  185     194.90
110  184     190.56
111  183     189.33
112  182     186.39
113  181     186.48
114  180     184.93
115  179     187.23
116  178     187.86
117  177     192.41
118  176     195.26
119  175     202.07
120  174     207.17
121  173     216.27
122  172     223.62
89   206     424.69
90   205     403.40
91   204     383.92
92   203     364.84
93   202     347.53
94   201     330.64
95   200     315.49
96   199     300.77
97   198     287.75
98   197     275.18
99   196     264.25
100  195     253.78
101  194     244.91
102  193     236.49
103  192     229.62
104  191     223.20
105  190     218.26
106  189     212.85
107  188     207.62
108  187     202.68
109  186     198.98
110  185     195.55
111  184     193.31
112  183     191.11
113  182     189.61
114  181     188.77
115  180     189.40
116  179     190.79
117  178     193.69
118  177     197.33
119  176     202.42
120  175     208.34
121  174     215.74
122  173     223.96
90   206     411.80
91   205     392.75
92   204     372.56
93   203     355.72
94   202     337.68
95   201     323.03
96   200     307.13
97   199     294.65
98   198     280.87
99   197     270.52
100  196     258.81
101  195     250.55
102  194     240.88
103  193     234.65
104  192     226.95
105  191     222.70
106  190     216.89
107  189     212.87
108  188     206.72
109  187     203.90
110  186     199.24
111  185     197.93
112  184     194.70
113  183     193.88
114  182     191.45
115  181     192.80
116  180     192.52
117  179     196.17
118  178     198.17
119  177     204.05
120  176     208.25
121  175     216.49
122  174     223.01
90   207     421.40
91   206     401.26
92   205     381.51
93   204     363.54
94   203     345.98
95   202     330.16
96   201     314.78
97   200     301.10
98   199     287.86
99   198     276.29
100  197     265.16
101  196     255.65
102  195     246.59
103  194     239.10
104  193     232.05
105  192     226.51
106  191     221.40
107  190     217.34
108  189     212.04
109  188     207.99
110  187     204.24
111  186     201.68
112  185     199.40
113  184     197.43
114  183     195.68
115  182     195.42
116  181     195.86
117  180     197.83
118  179     200.58
119  178     204.80
120  177     209.80
121  176     216.29
122  175     223.65
123  174     232.45
90   208     430.00
91   207     410.29
92   206     389.44
